id,en,zh,phonetic,category,emoji,draw
shorts,shorts,短裤,/ʃɔːts/,clothes,1fa73,
swimsuit,swimsuit,泳衣,/ˈswɪmsuːt/,clothes,1fa71,
goggles,goggles,泳镜,/ˈɡɒɡlz/,clothes,1f97d,
kimono,kimono,和服,/kɪˈməʊnəʊ/,clothes,1f458,
sandals,sandals,凉鞋,/ˈsændlz/,clothes,1fa74,
highheels,high heels,高跟鞋,/haɪ hiːlz/,clothes,1f460,
purse,purse,零钱包,/pɜːs/,clothes,1f45b,
handbag,handbag,手提包,/ˈhændbæɡ/,clothes,1f45c,
graduationcap,graduation cap,学士帽,/ˌɡrædʒuˈeɪʃn kæp/,clothes,1f393,
labcoat,lab coat,白大褂,/læb kəʊt/,clothes,1f97c,
balletshoes,ballet shoes,芭蕾舞鞋,/ˈbæleɪ ʃuːz/,clothes,1fa70,
sofa,sofa,沙发,/ˈsəʊfə/,home,1f6cb_fe0f,
bathtub,bathtub,浴缸,/ˈbɑːθtʌb/,home,1f6c1,
shower,shower,淋浴,/ˈʃaʊə/,home,1f6bf,
toilet,toilet,马桶,/ˈtɔɪlət/,home,1f6bd,
soap,soap,肥皂,/səʊp/,home,1f9fc,
broom,broom,扫把,/bruːm/,home,1f9f9,
bucket,bucket,水桶,/ˈbʌkɪt/,home,1faa3,
basket,basket,篮子,/ˈbɑːskɪt/,home,1f9fa,
mirror,mirror,镜子,/ˈmɪrə/,home,1fa9e,
vase,vase,花瓶,/vɑːz/,home,1f3fa,
candle,candle,蜡烛,/ˈkændl/,home,1f56f_fe0f,
package,package,包裹,/ˈpækɪdʒ/,home,1f4e6,
lotion,lotion,润肤露,/ˈləʊʃn/,home,1f9f4,
toothbrush,toothbrush,牙刷,/ˈtuːθbrʌʃ/,home,1faa5,
tissue,tissue,纸巾,/ˈtɪʃuː/,home,1f9fb,
pictureframe,picture frame,相框,/ˈpɪktʃə freɪm/,home,1f5bc_fe0f,
table,table,桌子,/ˈteɪbl/,home,,table
pillow,pillow,枕头,/ˈpɪləʊ/,home,,pillow
blanket,blanket,毯子,/ˈblæŋkɪt/,home,,blanket
curtain,curtain,窗帘,/ˈkɜːtn/,home,,curtain
stairs,stairs,楼梯,/steəz/,home,,stairs
garage,garage,车库,/ˈɡærɑːʒ/,home,,garage
garden,garden,花园,/ˈɡɑːdn/,home,,garden
fence,fence,栅栏,/fens/,home,,fence
gate,gate,大门,/ɡeɪt/,home,,gate
roof,roof,屋顶,/ruːf/,home,,roof
floor,floor,地板,/flɔː/,home,,floor
wall,wall,墙壁,/wɔːl/,home,,wall
ceiling,ceiling,天花板,/ˈsiːlɪŋ/,home,,ceiling
balcony,balcony,阳台,/ˈbælkəni/,home,,balcony
chimney,chimney,烟囱,/ˈtʃɪmni/,home,,chimney
spoon,spoon,勺子,/spuːn/,kitchen,1f944,
fork,fork,叉子,/fɔːk/,kitchen,1f374,
knife,knife,刀,/naɪf/,kitchen,1f52a,
plate,plate,盘子,/pleɪt/,kitchen,1f37d_fe0f,
bowl,bowl,碗,/bəʊl/,kitchen,1f963,
teapot,teapot,茶壶,/ˈtiːpɒt/,kitchen,1fad6,
chopsticks,chopsticks,筷子,/ˈtʃɒpstɪks/,kitchen,1f962,
pan,pan,平底锅,/pæn/,kitchen,1f373,
salt,salt,盐,/sɔːlt/,kitchen,1f9c2,
jar,jar,罐子,/dʒɑː/,kitchen,1fad7,
fridge,fridge,冰箱,/frɪdʒ/,kitchen,,fridge
oven,oven,烤箱,/ˈʌvn/,kitchen,,oven
pot,pot,锅,/pɒt/,kitchen,,pot
kettle,kettle,水壶,/ˈketl/,kitchen,,kettle
spatula,spatula,锅铲,/ˈspætʃələ/,kitchen,,spatula
tray,tray,托盘,/treɪ/,kitchen,,tray
strainer,strainer,滤网,/ˈstreɪnə/,kitchen,,strainer
napkin,napkin,餐巾,/ˈnæpkɪn/,kitchen,,napkin
straw,straw,吸管,/strɔː/,kitchen,,straw
lid,lid,盖子,/lɪd/,kitchen,,lid
cupboard,cupboard,橱柜,/ˈkʌbəd/,kitchen,,cupboard
drawer,drawer,抽屉,/drɔː/,kitchen,,drawer
ruler,ruler,尺子,/ˈruːlə/,school,1f4cf,
notebook,notebook,笔记本,/ˈnəʊtbʊk/,school,1f4d3,
paper,paper,纸张,/ˈpeɪpə/,school,1f4c4,
calculator,calculator,计算器,/ˈkælkjuleɪtə/,school,1f9ee,
paintbrush,paintbrush,画笔,/ˈpeɪntbrʌʃ/,school,1f58c_fe0f,
books,books,一摞书,/bʊks/,school,1f4da,
bookmark,bookmark,书签,/ˈbʊkmɑːk/,school,1f516,
clipboard,clipboard,写字板,/ˈklɪpbɔːd/,school,1f4cb,
pen,pen,钢笔,/pen/,school,1f58a_fe0f,
eraser,eraser,橡皮,/ɪˈreɪzə/,school,,eraser
glue,glue,胶水,/ɡluː/,school,,glue
chalk,chalk,粉笔,/tʃɔːk/,school,,chalk
blackboard,blackboard,黑板,/ˈblækbɔːd/,school,,blackboard
desk,desk,课桌,/desk/,school,,desk
marker,marker,记号笔,/ˈmɑːkə/,school,,marker
classroom,classroom,教室,/ˈklɑːsruːm/,school,,classroom
homework,homework,作业,/ˈhəʊmwɜːk/,school,,homework
lesson,lesson,课程,/ˈlesn/,school,,lesson
mother,mother,妈妈,/ˈmʌðə/,family,1f469,
father,father,爸爸,/ˈfɑːðə/,family,1f468,
brother,brother,哥哥或弟弟,/ˈbrʌðə/,family,1f466,
sister,sister,姐姐或妹妹,/ˈsɪstə/,family,1f467,
grandma,grandma,奶奶,/ˈɡrænmɑː/,family,1f475,
grandpa,grandpa,爷爷,/ˈɡrænpɑː/,family,1f474,
baby,baby,宝宝,/ˈbeɪbi/,family,1f476,
family,family,家人,/ˈfæməli/,family,,family
uncle,uncle,叔叔,/ˈʌŋkl/,family,,uncle
aunt,aunt,阿姨,/ɑːnt/,family,,aunt
cousin,cousin,堂表兄弟姐妹,/ˈkʌzn/,family,,cousin
twins,twins,双胞胎,/twɪnz/,family,,twins
mom,mom,母亲,/mɒm/,family,,mom
dad,dad,父亲,/dæd/,family,,dad
son,son,儿子,/sʌn/,family,,son
daughter,daughter,女儿,/ˈdɔːtə/,family,,daughter
grin,grin,咧嘴笑,/ɡrɪn/,emotions,1f606,
wink,wink,眨眼笑,/wɪŋk/,emotions,1f609,
excited,excited,兴奋,/ɪkˈsaɪtɪd/,emotions,1f929,
tired,tired,累了,/ˈtaɪəd/,emotions,1f971,
sick,sick,生病,/sɪk/,emotions,1f912,
surprised,surprised,惊讶,/səˈpraɪzd/,emotions,1f632,
confused,confused,困惑,/kənˈfjuːzd/,emotions,1f615,
nervous,nervous,紧张,/ˈnɜːvəs/,emotions,1f62c,
minibus,minibus,小巴士,/ˈmɪnibʌs/,vehicles,1f68d,
tuktuk,tuk-tuk,嘟嘟车,/ˈtʊktʊk/,vehicles,1f6fa,
parachute,parachute,降落伞,/ˈpærəʃuːt/,vehicles,1fa82,
glider,glider,滑翔机,/ˈɡlaɪdə/,vehicles,1f6e9_fe0f,
monorail,monorail,单轨列车,/ˈmɒnəʊreɪl/,vehicles,1f69d,
mountainrailway,mountain railway,登山火车,/ˈmaʊntən ˈreɪlweɪ/,vehicles,1f69e,
trolleybus,trolleybus,无轨电车,/ˈtrɒlibʌs/,vehicles,1f68e,
railcar,railway car,火车车厢,/ˈreɪlweɪ kɑː/,vehicles,1f683,
skateboard,skateboard,滑板,/ˈskeɪtbɔːd/,vehicles,1f6f9,
rollerskate,roller skate,轮滑鞋,/ˈrəʊlə skeɪt/,vehicles,1f6fc,
seedling,seedling,幼苗,/ˈsiːdlɪŋ/,nature,1f331,
herb,herb,香草,/hɜːb/,nature,1f33f,
clover,clover,三叶草,/ˈkləʊvə/,nature,1f340,
leaf,leaf,树叶,/liːf/,nature,1f343,
fallenleaf,fallen leaf,落叶,/ˈfɔːlən liːf/,nature,1f342,
mapleleaf,maple leaf,枫叶,/ˈmeɪpl liːf/,nature,1f341,
bouquet,bouquet,花束,/buːˈkeɪ/,nature,1f490,
tulip,tulip,郁金香,/ˈtjuːlɪp/,nature,1f337,
rose,rose,玫瑰,/rəʊz/,nature,1f339,
sunflower,sunflower,向日葵,/ˈsʌnflaʊə/,nature,1f33b,
blossom,blossom,小雏菊,/ˈblɒsəm/,nature,1f33c,
hibiscus,hibiscus,木槿花,/hɪˈbɪskəs/,nature,1f33a,
chestnut,chestnut,栗子,/ˈtʃesnʌt/,nature,1f330,
palmtree,palm tree,椰子树,/pɑːm triː/,nature,1f334,
evergreen,evergreen,常绿树,/ˈevəɡriːn/,nature,1f332,
desert,desert,沙漠,/ˈdezət/,nature,1f3dc_fe0f,
island,island,海岛,/ˈaɪlənd/,nature,1f3dd_fe0f,
nationalpark,national park,国家公园,/ˈnæʃnəl pɑːk/,nature,1f3de_fe0f,
rock,rock,岩石,/rɒk/,nature,1faa8,
fish,fish,鱼,/fɪʃ/,ocean,1f41f,
tropicalfish,tropical fish,热带鱼,/ˈtrɒpɪkl fɪʃ/,ocean,1f420,
blowfish,blowfish,河豚,/ˈbləʊfɪʃ/,ocean,1f421,
squid,squid,鱿鱼,/skwɪd/,ocean,1f991,
lobster,lobster,大龙虾,/ˈlɒbstə/,ocean,1f99e,
shrimp,shrimp,虾,/ʃrɪmp/,ocean,1f990,
oyster,oyster,生蚝,/ˈɔɪstə/,ocean,1f9aa,
shell,shell,贝壳,/ʃel/,ocean,1f41a,
coral,coral,珊瑚,/ˈkɒrəl/,ocean,1fab8,
anchor,anchor,船锚,/ˈæŋkə/,ocean,2693,
starfish,starfish,海星,/ˈstɑːfɪʃ/,ocean,,starfish
jellyfish,jellyfish,水母,/ˈdʒelifɪʃ/,ocean,1fabc,jellyfish
seahorse,seahorse,海马,/ˈsiːhɔːs/,ocean,,seahorse
walrus,walrus,海象,/ˈwɔːlrəs/,ocean,,walrus
orca,orca,虎鲸,/ˈɔːkə/,ocean,,orca
eel,eel,鳗鱼,/iːl/,ocean,,eel
seaweed,seaweed,海草,/ˈsiːwiːd/,ocean,,seaweed
narwhal,narwhal,独角鲸,/ˈnɑːwəl/,ocean,,narwhal
bug,bug,毛毛虫,/bʌɡ/,insects,1f41b,
ant,ant,蚂蚁,/ænt/,insects,1f41c,
cricket,cricket,蟋蟀,/ˈkrɪkɪt/,insects,1f997,
beetle,beetle,甲虫,/ˈbiːtl/,insects,1fab2,
fly,fly,苍蝇,/flaɪ/,insects,1fab0,
cockroach,cockroach,蟑螂,/ˈkɒkrəʊtʃ/,insects,1fab3,
scorpion,scorpion,蝎子,/ˈskɔːpiən/,insects,1f982,
mosquito,mosquito,蚊子,/məˈskiːtəʊ/,insects,1f99f,
spider,spider,蜘蛛,/ˈspaɪdə/,insects,1f577_fe0f,
web,web,蜘蛛网,/web/,insects,1f578_fe0f,
worm,worm,蚯蚓,/wɜːm/,insects,1fab1,worm
firefly,firefly,萤火虫,/ˈfaɪəflaɪ/,insects,,firefly
dragonfly,dragonfly,蜻蜓,/ˈdræɡənflaɪ/,insects,,dragonfly
grasshopper,grasshopper,蚂蚱,/ˈɡrɑːshɒpə/,insects,,grasshopper
mantis,mantis,螳螂,/ˈmæntɪs/,insects,,mantis
cicada,cicada,知了,/sɪˈkɑːdə/,insects,,cicada
bird,bird,小鸟,/bɜːd/,birds,1f426,
eagle,eagle,老鹰,/ˈiːɡl/,birds,1f985,
peacock,peacock,孔雀,/ˈpiːkɒk/,birds,1f99a,
dove,dove,鸽子,/dʌv/,birds,1f54a_fe0f,
dodo,dodo,渡渡鸟,/ˈdəʊdəʊ/,birds,1f9a4,
chick,chick,雏鸟,/tʃɪk/,birds,1f424,
sparrow,sparrow,麻雀,/ˈspærəʊ/,birds,,sparrow
woodpecker,woodpecker,啄木鸟,/ˈwʊdˌpekə/,birds,,woodpecker
kingfisher,kingfisher,翠鸟,/ˈkɪŋfɪʃə/,birds,,kingfisher
magpie,magpie,喜鹊,/ˈmæɡpaɪ/,birds,,magpie
crane,crane,仙鹤,/kreɪn/,birds,,crane
crow,crow,乌鸦,/krəʊ/,birds,1f426_200d_2b1b,crow
ostrich,ostrich,鸵鸟,/ˈɒstrɪtʃ/,birds,,ostrich
nightingale,nightingale,夜莺,/ˈnaɪtɪŋɡeɪl/,birds,,nightingale
swallow,swallow,燕子,/ˈswɒləʊ/,birds,,swallow
seagull,seagull,海鸥,/ˈsiːɡʌl/,birds,,seagull
bank,bank,银行,/bæŋk/,places,1f3e6,
church,church,教堂,/tʃɜːtʃ/,places,26ea,
mosque,mosque,清真寺,/mɒsk/,places,1f54c,
gasstation,gas station,加油站,/ɡæs ˈsteɪʃn/,places,26fd,
tower,tower,高塔,/ˈtaʊə/,places,1f5fc,
statue,statue,雕像,/ˈstætʃuː/,places,1f5fd,
stadium,stadium,体育场,/ˈsteɪdiəm/,places,1f3df_fe0f,
postbox,postbox,邮筒,/ˈpəʊstbɒks/,places,1f4ee,
airport,airport,机场,/ˈeəpɔːt/,places,,airport
trainstation,train station,火车站,/treɪn ˈsteɪʃn/,places,1f689,train station
park,park,公园,/pɑːk/,places,,park
zoo,zoo,动物园,/zuː/,places,,zoo
cinema,cinema,电影院,/ˈsɪnəmə/,places,,cinema
museum,museum,博物馆,/mjuˈziːəm/,places,,museum
library,library,图书馆,/ˈlaɪbrəri/,places,,library
playground,playground,游乐场,/ˈpleɪɡraʊnd/,places,,playground
temple,temple,寺庙,/ˈtempl/,places,,temple
stopwatch,stopwatch,秒表,/ˈstɒpwɒtʃ/,time,23f1_fe0f,
hourglass,hourglass,沙漏,/ˈaʊəɡlɑːs/,time,231b,
sandtimer,sand timer,计时沙漏,/sænd ˈtaɪmə/,time,23f3,
calendar,calendar,日历,/ˈkælɪndə/,time,1f4c5,
spiralcalendar,spiral calendar,挂历,/ˈspaɪrəl ˈkælɪndə/,time,1f5d3_fe0f,
sunrise,sunrise,日出,/ˈsʌnraɪz/,time,1f305,
sunset,sunset,日落,/ˈsʌnset/,time,1f307,
dusk,dusk,黄昏,/dʌsk/,time,1f306,
night,night,夜晚,/naɪt/,time,1f303,
today,today,今天,/təˈdeɪ/,time,,today
tomorrow,tomorrow,明天,/təˈmɒrəʊ/,time,,tomorrow
yesterday,yesterday,昨天,/ˈjestədeɪ/,time,,yesterday
morning,morning,早晨,/ˈmɔːnɪŋ/,time,,morning
afternoon,afternoon,下午,/ˌɑːftəˈnuːn/,time,,afternoon
evening,evening,傍晚,/ˈiːvnɪŋ/,time,,evening
day,day,白天,/deɪ/,time,,day
week,week,星期,/wiːk/,time,,week
month,month,月份,/mʌnθ/,time,,month
year,year,年,/jɪə/,time,,year
weekend,weekend,周末,/ˌwiːkˈend/,time,,weekend
China,China,中国,/ˈtʃaɪnə/,countries,1f1e8_1f1f3,
theUSA,the USA,美国,/ðə juː es eɪ/,countries,1f1fa_1f1f8,
theUK,the UK,英国,/ðə juː keɪ/,countries,1f1ec_1f1e7,
Japan,Japan,日本,/dʒəˈpæn/,countries,1f1ef_1f1f5,
Korea,Korea,韩国,/kəˈriːə/,countries,1f1f0_1f1f7,
France,France,法国,/frɑːns/,countries,1f1eb_1f1f7,
Germany,Germany,德国,/ˈdʒɜːməni/,countries,1f1e9_1f1ea,
Italy,Italy,意大利,/ˈɪtəli/,countries,1f1ee_1f1f9,
Spain,Spain,西班牙,/speɪn/,countries,1f1ea_1f1f8,
Russia,Russia,俄罗斯,/ˈrʌʃə/,countries,1f1f7_1f1fa,
Canada,Canada,加拿大,/ˈkænədə/,countries,1f1e8_1f1e6,
Australia,Australia,澳大利亚,/ɒˈstreɪliə/,countries,1f1e6_1f1fa,
Brazil,Brazil,巴西,/brəˈzɪl/,countries,1f1e7_1f1f7,
India,India,印度,/ˈɪndiə/,countries,1f1ee_1f1f3,
Mexico,Mexico,墨西哥,/ˈmeksɪkəʊ/,countries,1f1f2_1f1fd,
Egypt,Egypt,埃及,/ˈiːdʒɪpt/,countries,1f1ea_1f1ec,
Thailand,Thailand,泰国,/ˈtaɪlænd/,countries,1f1f9_1f1ed,
Singapore,Singapore,新加坡,/ˌsɪŋəˈpɔː/,countries,1f1f8_1f1ec,
NewZealand,New Zealand,新西兰,/ˌnjuː ˈziːlənd/,countries,1f1f3_1f1ff,
Netherlands,Netherlands,荷兰,/ˈneðələndz/,countries,1f1f3_1f1f1,
Switzerland,Switzerland,瑞士,/ˈswɪtsələnd/,countries,1f1e8_1f1ed,
Sweden,Sweden,瑞典,/ˈswiːdn/,countries,1f1f8_1f1ea,
Norway,Norway,挪威,/ˈnɔːweɪ/,countries,1f1f3_1f1f4,
Denmark,Denmark,丹麦,/ˈdenmɑːk/,countries,1f1e9_1f1f0,
Finland,Finland,芬兰,/ˈfɪnlənd/,countries,1f1eb_1f1ee,
Portugal,Portugal,葡萄牙,/ˈpɔːtʃʊɡl/,countries,1f1f5_1f1f9,
Greece,Greece,希腊,/ɡriːs/,countries,1f1ec_1f1f7,
turkey-country,Turkey,土耳其,/ˈtɜːki/,countries,1f1f9_1f1f7,
Argentina,Argentina,阿根廷,/ˌɑːdʒənˈtiːnə/,countries,1f1e6_1f1f7,
SouthAfrica,South Africa,南非,/saʊθ ˈæfrɪkə/,countries,1f1ff_1f1e6,
Kenya,Kenya,肯尼亚,/ˈkenjə/,countries,1f1f0_1f1ea,
Ireland,Ireland,爱尔兰,/ˈaɪələnd/,countries,1f1ee_1f1ea,
Belgium,Belgium,比利时,/ˈbeldʒəm/,countries,1f1e7_1f1ea,
Austria,Austria,奥地利,/ˈɒstriə/,countries,1f1e6_1f1f9,
Poland,Poland,波兰,/ˈpəʊlənd/,countries,1f1f5_1f1f1,
Ukraine,Ukraine,乌克兰,/juːˈkreɪn/,countries,1f1fa_1f1e6,
Iceland,Iceland,冰岛,/ˈaɪslənd/,countries,1f1ee_1f1f8,
Malaysia,Malaysia,马来西亚,/məˈleɪʒə/,countries,1f1f2_1f1fe,
Philippines,Philippines,菲律宾,/ˈfɪlɪpiːnz/,countries,1f1f5_1f1ed,
Vietnam,Vietnam,越南,/ˌvjetˈnæm/,countries,1f1fb_1f1f3,
Indonesia,Indonesia,印度尼西亚,/ˌɪndəˈniːʒə/,countries,1f1ee_1f1e9,
Nepal,Nepal,尼泊尔,/nəˈpɔːl/,countries,1f1f3_1f1f5,
Pakistan,Pakistan,巴基斯坦,/ˌpɑːkɪˈstɑːn/,countries,1f1f5_1f1f0,
Bangladesh,Bangladesh,孟加拉国,/ˌbɑːŋɡləˈdeʃ/,countries,1f1e7_1f1e9,
SriLanka,Sri Lanka,斯里兰卡,/ˌsriː ˈlæŋkə/,countries,1f1f1_1f1f0,
Myanmar,Myanmar,缅甸,/ˈmjænmɑː/,countries,1f1f2_1f1f2,
Cambodia,Cambodia,柬埔寨,/kæmˈbəʊdiə/,countries,1f1f0_1f1ed,
Laos,Laos,老挝,/laʊs/,countries,1f1f1_1f1e6,
Mongolia,Mongolia,蒙古,/mɒŋˈɡəʊliə/,countries,1f1f2_1f1f3,
Kazakhstan,Kazakhstan,哈萨克斯坦,/ˌkæzəkˈstɑːn/,countries,1f1f0_1f1ff,
SaudiArabia,Saudi Arabia,沙特阿拉伯,/ˌsaʊdi əˈreɪbiə/,countries,1f1f8_1f1e6,
theUAE,the UAE,阿联酋,/ðə juː eɪ iː/,countries,1f1e6_1f1ea,
Qatar,Qatar,卡塔尔,/ˈkʌtɑː/,countries,1f1f6_1f1e6,
Morocco,Morocco,摩洛哥,/məˈrɒkəʊ/,countries,1f1f2_1f1e6,
Algeria,Algeria,阿尔及利亚,/ælˈdʒɪəriə/,countries,1f1e9_1f1ff,
Nigeria,Nigeria,尼日利亚,/naɪˈdʒɪəriə/,countries,1f1f3_1f1ec,
Ghana,Ghana,加纳,/ˈɡɑːnə/,countries,1f1ec_1f1ed,
Tanzania,Tanzania,坦桑尼亚,/ˌtænzəˈniːə/,countries,1f1f9_1f1ff,
Ethiopia,Ethiopia,埃塞俄比亚,/ˌiːθiˈəʊpiə/,countries,1f1ea_1f1f9,
Uganda,Uganda,乌干达,/juːˈɡændə/,countries,1f1fa_1f1ec,
Chile,Chile,智利,/ˈtʃɪli/,countries,1f1e8_1f1f1,
Colombia,Colombia,哥伦比亚,/kəˈlʌmbiə/,countries,1f1e8_1f1f4,
Peru,Peru,秘鲁,/pəˈruː/,countries,1f1f5_1f1ea,
Venezuela,Venezuela,委内瑞拉,/ˌvenəˈzweɪlə/,countries,1f1fb_1f1ea,
Cuba,Cuba,古巴,/ˈkjuːbə/,countries,1f1e8_1f1fa,
Jamaica,Jamaica,牙买加,/dʒəˈmeɪkə/,countries,1f1ef_1f1f2,
CostaRica,Costa Rica,哥斯达黎加,/ˈkɒstə ˈriːkə/,countries,1f1e8_1f1f7,
Croatia,Croatia,克罗地亚,/krəʊˈeɪʃiə/,countries,1f1ed_1f1f7,
Hungary,Hungary,匈牙利,/ˈhʌŋɡəri/,countries,1f1ed_1f1fa,
Czechia,Czechia,捷克,/ˈtʃekiə/,countries,1f1e8_1f1ff,
Romania,Romania,罗马尼亚,/rəˈmeɪniə/,countries,1f1f7_1f1f4,
Bulgaria,Bulgaria,保加利亚,/bʌlˈɡeəriə/,countries,1f1e7_1f1ec,
Slovakia,Slovakia,斯洛伐克,/sləˈvækiə/,countries,1f1f8_1f1f0,
Slovenia,Slovenia,斯洛文尼亚,/sləˈviːniə/,countries,1f1f8_1f1ee,
Estonia,Estonia,爱沙尼亚,/eˈstəʊniə/,countries,1f1ea_1f1ea,
Latvia,Latvia,拉脱维亚,/ˈlætviə/,countries,1f1f1_1f1fb,
Lithuania,Lithuania,立陶宛,/ˌlɪθjuˈeɪniə/,countries,1f1f1_1f1f9,
Belarus,Belarus,白俄罗斯,/ˌbeləˈruːs/,countries,1f1e7_1f1fe,
Georgia,Georgia,格鲁吉亚,/ˈdʒɔːdʒiə/,countries,1f1ec_1f1ea,
Armenia,Armenia,亚美尼亚,/ɑːˈmiːniə/,countries,1f1e6_1f1f2,
Azerbaijan,Azerbaijan,阿塞拜疆,/ˌæzəbaɪˈdʒɑːn/,countries,1f1e6_1f1ff,
Luxembourg,Luxembourg,卢森堡,/ˈlʌksəmbɜːɡ/,countries,1f1f1_1f1fa,
Malta,Malta,马耳他,/ˈmɔːltə/,countries,1f1f2_1f1f9,
Cyprus,Cyprus,塞浦路斯,/ˈsaɪprəs/,countries,1f1e8_1f1fe,
Monaco,Monaco,摩纳哥,/ˈmɒnəkəʊ/,countries,1f1f2_1f1e8,
Albania,Albania,阿尔巴尼亚,/ælˈbeɪniə/,countries,1f1e6_1f1f1,
Jordan,Jordan,约旦,/ˈdʒɔːdn/,countries,1f1ef_1f1f4,
Lebanon,Lebanon,黎巴嫩,/ˈlebənən/,countries,1f1f1_1f1e7,
Kuwait,Kuwait,科威特,/kuˈweɪt/,countries,1f1f0_1f1fc,
Oman,Oman,阿曼,/əʊˈmɑːn/,countries,1f1f4_1f1f2,
Afghanistan,Afghanistan,阿富汗,/æfˈɡænɪstɑːn/,countries,1f1e6_1f1eb,
Uzbekistan,Uzbekistan,乌兹别克斯坦,/ʊzˌbekɪˈstɑːn/,countries,1f1fa_1f1ff,
Fiji,Fiji,斐济,/ˈfiːdʒiː/,countries,1f1eb_1f1ef,
PapuaNewGuinea,Papua New Guinea,巴布亚新几内亚,/pəˈpuːə njuː ˈɡɪni/,countries,1f1f5_1f1ec,
barn,barn,谷仓,/bɑːn/,farm,,barn
hay,hay,干草,/heɪ/,farm,,hay
scarecrow,scarecrow,稻草人,/ˈskeəkrəʊ/,farm,,scarecrow
crop,crop,庄稼,/krɒp/,farm,,crop
field,field,田地,/fiːld/,farm,,field
seed,seed,种子,/siːd/,farm,,seed
harvest,harvest,丰收,/ˈhɑːvɪst/,farm,,harvest
plow,plow,犁,/plaʊ/,farm,,plow
farmer,farmer,农民,/ˈfɑːmə/,farm,,farmer
coop,coop,鸡舍,/kuːp/,farm,,coop
stable,stable,马厩,/ˈsteɪbl/,farm,,stable
farming,farming,务农,/ˈfɑːmɪŋ/,farm,,farming
woods,woods,树林,/wʊdz/,forest,,woods
path,path,小路,/pɑːθ/,forest,,path
stream,stream,小溪,/striːm/,forest,,stream
pond,pond,池塘,/pɒnd/,forest,,pond
cave,cave,山洞,/keɪv/,forest,,cave
moss,moss,苔藓,/mɒs/,forest,,moss
fern,fern,蕨类,/fɜːn/,forest,,fern
twig,twig,细枝,/twɪɡ/,forest,,twig
branch,branch,树枝,/brɑːntʃ/,forest,,branch
root,root,树根,/ruːt/,forest,,root
pinecone,pinecone,松果,/ˈpaɪnkəʊn/,forest,,pinecone
cabin,cabin,小木屋,/ˈkæbɪn/,forest,,cabin
trail,trail,林间小道,/treɪl/,forest,,trail
sidewalk,sidewalk,人行道,/ˈsaɪdwɔːk/,city,,sidewalk
crosswalk,crosswalk,斑马线,/ˈkrɒswɔːk/,city,,crosswalk
skyscraper,skyscraper,摩天大楼,/ˈskaɪskreɪpə/,city,,skyscraper
downtown,downtown,市中心,/ˌdaʊnˈtaʊn/,city,,downtown
parkinglot,parking lot,停车场,/ˈpɑːkɪŋ lɒt/,city,,parking lot
streetlight,streetlight,路灯,/ˈstriːtlaɪt/,city,,streetlight
fishing,fishing,钓鱼,/ˈfɪʃɪŋ/,sports,1f3a3,
boxing,boxing,拳击,/ˈbɒksɪŋ/,sports,1f94a,
karate,karate,空手道,/kəˈrɑːti/,sports,1f94b,
skating,skating,滑冰,/ˈskeɪtɪŋ/,sports,26f8,
snowboarding,snowboarding,单板滑雪,/ˈsnəʊbɔːdɪŋ/,sports,1f3c2,
surfing,surfing,冲浪,/ˈsɜːfɪŋ/,sports,1f3c4,
rowing,rowing,划船,/ˈrəʊɪŋ/,sports,1f6a3,
climbing,climbing,攀岩,/ˈklaɪmɪŋ/,sports,1f9d7,
fencing,fencing,击剑,/ˈfensɪŋ/,sports,1f93a,
horseracing,horse racing,赛马,/hɔːs ˈreɪsɪŋ/,sports,1f3c7,
billiards,billiards,台球,/ˈbɪliədz/,sports,1f3b1,
frisbee,frisbee,飞盘,/ˈfrɪzbiː/,sports,1f94f,
hockey,hockey,冰球,/ˈhɒki/,sports,1f3d2,
cricket2,cricket,板球,/ˈkrɪkɪt/,sports,1f3cf,
lacrosse,lacrosse,长曲棍球,/ləˈkrɒs/,sports,1f94d,
fieldhockey,field hockey,曲棍球,/fiːld ˈhɒki/,sports,1f3d1,
handball,handball,手球,/ˈhændbɔːl/,sports,1f93e,
waterpolo,water polo,水球,/ˈwɔːtə ˈpəʊləʊ/,sports,1f93d,
weightlifting,weightlifting,举重,/ˈweɪtlɪftɪŋ/,sports,26f9_fe0f,
skateboarding,skateboarding,滑板运动,/ˈskeɪtbɔːdɪŋ/,sports,1f6f9,
flute,flute,长笛,/fluːt/,music,1fa88,
accordion,accordion,手风琴,/əˈkɔːdiən/,music,1fa97,
notes,notes,音符,/nəʊts/,music,1f3b6,
musicalscore,musical score,乐谱,/ˈmjuːzɪkl skɔː/,music,1f3bc,
doctor,doctor,医生,/ˈdɒktə/,jobs,1f9d1_200d_2695_fe0f,
farmworker,farmworker,农场工人,/ˈfɑːmwɜːkə/,jobs,1f9d1_200d_1f33e,
cook,cook,厨师,/kʊk/,jobs,1f9d1_200d_1f373,
teacher,teacher,老师,/ˈtiːtʃə/,jobs,1f9d1_200d_1f3eb,
firefighter,firefighter,消防员,/ˈfaɪəfaɪtə/,jobs,1f9d1_200d_1f692,
pilot,pilot,飞行员,/ˈpaɪlət/,jobs,1f9d1_200d_2708_fe0f,
scientist,scientist,科学家,/ˈsaɪəntɪst/,jobs,1f9d1_200d_1f52c,
artist,artist,画家,/ˈɑːtɪst/,jobs,1f9d1_200d_1f3a8,
